Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R002181,Precious Kids Day Nursery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Montefiore Centre
Hanbury Street
Whitechapel",London,Tower Hamlets,E1 5HZ,GB,,http://www.preciouskids.coop,,,,,03371878,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85100,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03371878,Companies House,16/5/1997,"",Precious Kids Day Nursery Ltd,Limited by Guarantee
R002183,Redress,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Earth Balance
West Sleekburn Farm
Bomarsund",Bedlington,Northumberland,NE22 7AD,GB,,http://www.redressltd.co.uk,,,,,03401377,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,14190,Workers,Company,Limited by Shares,"",England,Co-operative,Live,03401377,Companies House,10/7/1997,"",Redress Limited,Limited by Shares
R005354,Brightkidz,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit 15 The Business Exchange
Rockingham Road",Kettering,Northamptonshire,NN16 8JX,GB,,http://www.brightkidz.co.uk,,,,,05069325,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,05069325,Companies House,10/3/2004,"",Safe Kids Walking Ltd,Limited by Guarantee
R002192,Alston Wholefoods,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Blackstocks
Market Place",Alston,Cumbria,CA9 3QN,GB,,http://www.alstonwholefoods.com,,,,,OC347348,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47110,Workers,LLP,"","",England,Co-operative,Live,OC347348,Companies House,23/7/2009,"",Alston Wholefoods Shop LLP,""
R002196,Heads Together Productions,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Chapel Fm
York Road",Leeds,Leeds,LS14 6JB,GB,,http://www.headstogether.org,,,,,03623974,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59111,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03623974,Companies House,28/8/1998,"",Heads Together Productions Limited,Limited by Guarantee
R007627,Phoenix Counselling Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,17 Meadow Prospect,Oxford,Oxfordshire,OX2 8PP,GB,,https://www.phoenixcoop.co.uk/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",74000,Workers,Society,Registered Society,BFC,England,Co-operative,Live,31651R,FCA,22/6/2012,"",Phoenix Counselling Co-operative Limited,Co-operative Society
R007631,Animal Tails Vetinary Practice,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,18A Airthrey Road,Causewayhead,Stirling,FK9 5JR,GB,,http://www.animaltailsvets.com,,,,,SC407282,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",75000,Workers,Company,Limited by Shares,"",Scotland,Co-operative,Live,SC407282,Companies House,12/9/2011,"",Animal Tails Veterinary Practice Limited,Limited by Shares
R009640,The People Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"2 Devon Way
Longbridge",Birmingham,Birmingham,B31 2TS,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,Registered Society,BFC,England,Co-operative,Live,32344R,FCA,26/3/2014,"",The People Co-operative Limited,Co-operative Society
R002197,North East Organic Growers,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Earth Balance
West Sleekburn Farm
Bomarsund",Bedlington,Northumberland,NE22 7AD,GB,,http://www.neog.org.uk,,,,,03227809,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Company,Limited by Shares,"",England,Co-operative,Live,03227809,Companies House,22/7/1996,"",North East Organic Growers Limited,Limited by Shares
R002200,Wild Things; Ecological Education Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,70 Churchfield Lane,Nottingham,Nottingham,NG7 5QY,GB,,http://www.wildthings.org.uk,,,,,03677411,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03677411,Companies House,2/12/1998,"",Wild Things; Ecological Education Collective Ltd.,Limited by Guarantee
R002402,Otherwords,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit 3, Business Development Centre
7-15 Greatorex Street",London,Tower Hamlets,E1 5NF,GB,,,,,,,03726539,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03726539,Companies House,4/3/1999,"",Otherwords Ltd.,Limited by Guarantee
R002406,News from Nowhere Bookshop,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,96 Bold Street,Liverpool,Liverpool,L1 4HY,GB,,http://www.newsfromnowhere.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47000,Workers,Society,Registered Society,BFC,England,Co-operative,Live,24524R,FCA,19/6/1984,"",News from Nowhere Co-operative Limited,Co-operative Society
R002407,Latitude Consortium,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,60 Tunnel Road,Tunbridge Wells,Kent,TN1 2BU,GB,,http://www.latitudeconsortium.com,,,,,03799056,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70229,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03799056,Companies House,1/7/1999,"",Latitude Consortium Ltd.,Limited by Guarantee
R002408,Breadline Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"Unit 4, Beanhill Shops
Dodkin
Beanhill",Milton Keynes,Milton Keynes,MK6 4LP,GB,,,,,,,03024598,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47240,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,03024598,Companies House,21/2/1995,"",Breadline Co-operative Ltd,Limited by Guarantee
R002410,Letterbox Library,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"c/o Letterbox Library
Unit 151 Stratford Workshops
Burford Road",Stratford,Newham,E15 2SP,GB,,http://www.letterboxlibrary.com,,,,,01754656,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47910,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,01754656,Companies House,20/9/1983,"",Childrens Books Limited,Limited by Guarantee
R002411,Surface Gallery,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,16 Southwell Road,Nottingham,Nottingham,NG1 1DL,GB,,http://www.surfacegallery.org,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"",90030,Workers,Society,Registered Society,BFC,England,Co-operative,Live,28993R,FCA,7/10/1999,"",Surface Gallery Limited,Co-operative Society
R002825,The Slipway Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Underfall Yard
Shed 2 Cumberland Road",Bristol,"Bristol, City of",BS1 6XG,GB,,http://www.underfallboatyard.co.uk,,,,,04600114,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,32990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04600114,Companies House,25/11/2002,"",The Slipway Co-operative Ltd,Limited by Guarantee
R002830,Laurieston Hall People Centre,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Laurieston Hall
Laurieston",Castle Douglas,Dumfries and Galloway,DG7 2NB,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Society,Registered Society,BFC,Scotland,Co-operative,Live,2596RS,FCA,23/12/2002,"",Laurieston Hall People Centre Limited,Co-operative Society
R000149,Brixton Cycles,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"296 - 298 Brixton Rd
Brixton",London,Lambeth,SW9 6AG,GB,,http://www.brixtoncycles.co.uk,,,,,01772005,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47789,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,01772005,Companies House,22/11/1983,"",Brixton Cycles Limited,Limited by Guarantee
R021117,Glue Collective,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,46 Sandford Road,Birmingham,Birmingham,B13 9BS,GB,,http://www.gluecollective.co.uk,,,,,10766131,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",96090,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10766131,Companies House,11/5/2017,"",Glue Collective Ltd,Limited by Guarantee
R019749,TIGER (Teaching Individuals Gender Equality and Respect),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"111 Cromwell Road
St. Andrews",Bristol,"Bristol, City of",BS6 5EX,GB,,http://www.tigerbristol.co.uk,,,,,10231742,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,10231742,Companies House,14/6/2016,"",Tiger Bristol Co-op Ltd,Limited by Guarantee
R015132,G53 Co-operative Society,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Unit 22
City Works
Alfred Street",Gloucester,Gloucestershire,GL1 4DF,GB,,https://g53healthcare.co.uk/about/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",71112,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4090,FCA,2/10/2015,"",G53 Co-operative Society Limited,Co-operative Society
R034223,Rhizome,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS160,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,63 Greenhill Road,Leicester,Leicester,LE2 3DN,GB,,http://www.rhizome.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85600,Workers,Unincorporated,"","",England,Co-operative,Live,"",Unknown legal form,10/8/2021,"",Rhizome,""
R032392,Earthed Up!,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"3 Haddon Close
Bullbridge",Belper,Derbyshire,DE56 2FG,GB,,https://earthedup.com/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01300,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4797,FCA,23/4/2021,"",Earthed Up! Limited,Co-operative Society
R011262,Accountability,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Aizlewoods Mill
Nursery Street",Sheffield,Sheffield,S3 8GG,GB,,http://www.accountabilitynorthern.com/,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",69200,Workers,Society,Registered Society,Neither,England,Co-operative,Live,23949R,FCA,2/2/1983,"",Accountability Northern Limited,Registered Society
R024776,The Preston Larder,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"The Larder Cafe
50 - 52 Lancaster Road",Preston,Lancashire,PR1 1DD,GB,,http://www.larder.org.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Society,Co-operative Society,"",England,Co-operative,Live,4484,FCA,1/8/2018,"",The Preston Larder Limited,Co-operative Society
R030027,Tyddyn Teg,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA10,,"Tyddyn Y Berth
Bethel",Caernarfon,Gwynedd,LL55 3PS,GB,,http://www.tyddynteg.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",01130,Workers,Society,Co-operative Society,"",Wales,Co-operative,Live,4707,FCA,29/5/2020,"",Tyddyn Teg Cyf,Co-operative Society
R027689,Good Praxis,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,149 Fonthill Road,London,Islington,N4 3HF,GB,,http://goodpraxis.coop,,,,,11963069,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,58290,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11963069,Companies House,25/4/2019,"",Good Praxis Ltd,Limited by Guarantee
R035275,Fractals Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"17 Main Street
Ponteland",Newcastle upon Tyne,Northumberland,NE20 9NH,GB,,http://fractalsdesign.uk/,,,,,13943619,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",72200,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,13943619,Companies House,28/2/2022,"",Fractals Co-operative Ltd,Limited by Guarantee
R027787,Low-Impact Living Initiative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,216 Seely Road,London,Merton,SW17 9RD,GB,,http://www.noncorporate.org,,,,,04205021,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,"",96090,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,04205021,Companies House,24/4/2001,"",Low-Impact Living Initiative,Limited by Guarantee
R028439,Community Assets Services Co-operative,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Levenshulme Old Library
Cromwell Grove",Manchester,Manchester,M19 3QE,GB,,http://www.communityassetservices.co.uk,,,,,11886572,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Membership associations, social clubs and trade unions",Other Service Activities,94990,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,11886572,Companies House,18/3/2019,"",Community Assets Services Co-operative Limited,Limited by Guarantee
R028446,Ceramics Co-op,,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,73 - 79 Childers Street,London,Lewisham,SE8 5JR,GB,,http://www.ceramicsstudio.coop,,,,,11895814,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85520,Workers,Company,Limited by Shares,"",England,Co-operative,Live,11895814,Companies House,21/3/2019,"",Ceramics Co-op Limited,Limited by Shares
R027718,ThePDF (Preston Digital Foundation),,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"6 Castle Walk
Penwortham",Preston,Lancashire,PR1 0BP,GB,,http://www.thepdf.org.uk,,,,,12580462,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication","",62020,Workers,Company,Limited by Guarantee,"",England,Co-operative,Live,12580462,Companies House,30/4/2020,"",The Preston Digital Foundation Limited,Limited by Guarantee
